model_name,prompt_name,video_name,vlm_event_id,retrieval_query,query_used,pred_start_seconds,pred_end_seconds,pred_start,pred_end,confidence,matched_manual_event_id,matched_manual_event,manual_start_seconds,manual_end_seconds,manual_start,manual_end,manual_subjectivity,semantic_similarity,temporal_iou
CG-DETR,few_shot,TVSUM_10,6,A man discusses the importance of electric car technology at an exhibition,a video of A man discusses the importance of electric car technology at an exhibition,1.209,27.7058,00:01,00:28,0.9973,5,Man driving a small electric car,80,82,01:20,01:22,0,0.5345999002456665,0.0
CG-DETR,few_shot,TVSUM_10,7,A bus is shown driving on a road,someone is involved in: A bus is shown driving on a road,8.261,29.9693,00:08,00:30,0.9965,5,Man driving a small electric car,80,82,01:20,01:22,0,0.26856040954589844,0.0
CG-DETR,few_shot,TVSUM_10,12,A man speaks about the benefits of electric cars,someone is involved in: A man speaks about the benefits of electric cars,4.2419,29.1687,00:04,00:29,0.9961,5,Man driving a small electric car,80,82,01:20,01:22,0,0.5405740141868591,0.0
CG-DETR,few_shot,TVSUM_10,13,A man speaks about the importance of electric car technology,someone is involved in: A man speaks about the importance of electric car technology,4.5489,29.0831,00:05,00:29,0.9969,5,Man driving a small electric car,80,82,01:20,01:22,0,0.57510906457901,0.0
CG-DETR,few_shot,TVSUM_10,15,A man speaks about the benefits of electric cars,someone is involved in: A man speaks about the benefits of electric cars,4.2419,29.1687,00:04,00:29,0.9961,5,Man driving a small electric car,80,82,01:20,01:22,0,0.5405740141868591,0.0
CG-DETR,few_shot,TVSUM_10,16,A man speaks about the importance of electric car technology,someone is involved in: A man speaks about the importance of electric car technology,4.5489,29.0831,00:05,00:29,0.9969,5,Man driving a small electric car,80,82,01:20,01:22,0,0.57510906457901,0.0
CG-DETR,few_shot,TVSUM_11,15,The person prepares the fifth dog for grooming,a scene where The person prepares the fifth dog for grooming,14.9912,107.1317,00:15,01:47,0.9978,6,A dog getting brushed,97,98,01:37,01:38,2,0.4891677498817444,0.010852990812943277
CG-DETR,few_shot,TVSUM_11,9,The person prepares the third dog for grooming,a scene where The person prepares the third dog for grooming,14.9667,107.1071,00:15,01:47,0.998,5,A woman trimming a dog's paws,93,94,01:33,01:34,2,0.5043104290962219,0.010853002591697018
CG-DETR,few_shot,TVSUM_11,6,The person prepares the second dog for grooming,a scene where The person prepares the second dog for grooming,15.0897,107.0775,00:15,01:47,0.9981,5,A woman trimming a dog's paws,93,94,01:33,01:34,2,0.49731209874153137,0.010871006807424463
CG-DETR,few_shot,TVSUM_11,12,The person prepares the fourth dog for grooming,a scene where The person prepares the fourth dog for grooming,14.9528,106.9356,00:15,01:47,0.998,5,A woman trimming a dog's paws,93,94,01:33,01:34,2,0.5131030082702637,0.010871597733489304
CG-DETR,few_shot,TVSUM_11,1,A person opens a dog grooming salon,a scene where A person opens a dog grooming salon,14.8407,106.613,00:15,01:47,0.9984,6,A dog getting brushed,97,98,01:37,01:38,2,0.4967915713787079,0.010896534139386285
CG-DETR,few_shot,TVSUM_11,3,The person prepares the dog for grooming,a scene where The person prepares the dog for grooming,15.8479,107.2061,00:16,01:47,0.9978,5,A woman trimming a dog's paws,93,94,01:33,01:34,2,0.5629942417144775,0.010945924941603489
CG-DETR,few_shot,TVSUM_11,7,The person grooms the second dog,a scene where The person grooms the second dog,16.0601,106.9082,00:16,01:47,0.9976,5,A woman trimming a dog's paws,93,94,01:33,01:34,2,0.5131032466888428,0.011007384854498885
CG-DETR,few_shot,TVSUM_11,16,The person grooms the fifth dog,a scene where The person grooms the fifth dog,16.1432,106.9034,00:16,01:47,0.9969,5,A woman trimming a dog's paws,93,94,01:33,01:34,2,0.5022789239883423,0.011018045354681899
CG-DETR,few_shot,TVSUM_11,10,The person grooms the third dog,a scene where The person grooms the third dog,16.2218,106.8733,00:16,01:47,0.9973,5,A woman trimming a dog's paws,93,94,01:33,01:34,2,0.5218284130096436,0.011031257066899058
CG-DETR,few_shot,TVSUM_11,13,The person grooms the fourth dog,a scene where The person grooms the fourth dog,16.2698,106.8342,00:16,01:47,0.9971,5,A woman trimming a dog's paws,93,94,01:33,01:34,2,0.5231277942657471,0.011041866340416323
CG-DETR,few_shot,TVSUM_11,4,The person grooms the dog,a scene where The person grooms the dog,16.549,106.8217,00:17,01:47,0.9967,5,A woman trimming a dog's paws,93,94,01:33,01:34,2,0.601578414440155,0.011077546146287857
CG-DETR,few_shot,TVSUM_11,2,The person interacts with a dog,a scene where The person interacts with a dog,16.4641,107.337,00:16,01:47,0.9962,1,A woman talking while petting a dog,5,9,00:05,00:09,1,0.6479039788246155,0.0
CG-DETR,few_shot,TVSUM_11,5,The person interacts with another dog,a scene where The person interacts with another dog,16.1203,107.3197,00:16,01:47,0.9971,1,A woman talking while petting a dog,5,9,00:05,00:09,1,0.6271340250968933,0.0
CG-DETR,few_shot,TVSUM_11,8,The person interacts with a third dog,a scene where The person interacts with a third dog,16.2313,107.1993,00:16,01:47,0.9963,1,A woman talking while petting a dog,5,9,00:05,00:09,1,0.5473461747169495,0.0
CG-DETR,few_shot,TVSUM_11,11,The person interacts with a fourth dog,a scene where The person interacts with a fourth dog,16.3762,107.1234,00:16,01:47,0.9959,1,A woman talking while petting a dog,5,9,00:05,00:09,1,0.5107173919677734,0.0
CG-DETR,few_shot,TVSUM_11,14,The person interacts with a fifth dog,a scene where The person interacts with a fifth dog,16.418,107.3014,00:16,01:47,0.9952,1,A woman talking while petting a dog,5,9,00:05,00:09,1,0.5024523735046387,0.0
CG-DETR,few_shot,TVSUM_11,17,The person interacts with a sixth dog,a scene where The person interacts with a sixth dog,16.2712,107.3062,00:16,01:47,0.9965,1,A woman talking while petting a dog,5,9,00:05,00:09,1,0.5003876090049744,0.0
CG-DETR,few_shot,TVSUM_12,1,A person washes their hands,the moment when A person washes their hands,67.6948,89.0775,01:08,01:29,0.9996,6,Hair cutting materials being shown with a pile of hairs,341,347,05:41,05:47,2,0.1796148419380188,0.0
CG-DETR,few_shot,TVSUM_12,2,The person applies soap to their hands,The person applies soap to their hands,68.106,88.4415,01:08,01:28,0.9997,6,Hair cutting materials being shown with a pile of hairs,341,347,05:41,05:47,2,0.17883409559726715,0.0
CG-DETR,few_shot,TVSUM_12,3,The person rinses their hands under running water,a video of The person rinses their hands under running water,448.8983,449.9613,07:29,07:30,0.9993,7,A pair of hair clippers being shown,394,400,06:34,06:40,2,0.12317386269569397,0.0
CG-DETR,few_shot,TVSUM_12,4,The person dries their hands with a towel,a scene where The person dries their hands with a towel,448.8982,449.961,07:29,07:30,0.9993,6,Hair cutting materials being shown with a pile of hairs,341,347,05:41,05:47,2,0.19002282619476318,0.0
CG-DETR,few_shot,TVSUM_12,5,The person applies lotion to their hands,The person applies lotion to their hands,68.092,88.5855,01:08,01:29,0.9997,7,A pair of hair clippers being shown,394,400,06:34,06:40,2,0.1489325612783432,0.0
CG-DETR,few_shot,TVSUM_12,6,The person applies hair conditioner to their hair,a video of The person applies hair conditioner to their hair,7.3097,25.4519,00:07,00:25,0.9994,7,A pair of hair clippers being shown,394,400,06:34,06:40,2,0.49214404821395874,0.0
CG-DETR,few_shot,TVSUM_12,7,The person applies shampoo to their hair,a video of The person applies shampoo to their hair,306.6809,319.5737,05:07,05:20,0.9993,7,A pair of hair clippers being shown,394,400,06:34,06:40,2,0.42120957374572754,0.0
CG-DETR,few_shot,TVSUM_12,8,The person applies conditioner to their hair again,a scene where The person applies conditioner to their hair again,306.3463,319.4729,05:06,05:19,0.9994,7,A pair of hair clippers being shown,394,400,06:34,06:40,2,0.44503194093704224,0.0
CG-DETR,few_shot,TVSUM_12,9,The person applies hair gel to their hair,The person applies hair gel to their hair,305.9847,319.5832,05:06,05:20,0.9992,7,A pair of hair clippers being shown,394,400,06:34,06:40,2,0.44202813506126404,0.0
CG-DETR,few_shot,TVSUM_12,10,The person applies hair spray to their hair,a video of The person applies hair spray to their hair,6.678,25.6058,00:07,00:26,0.9995,6,Hair cutting materials being shown with a pile of hairs,341,347,05:41,05:47,2,0.4072757959365845,0.0
CG-DETR,few_shot,TVSUM_12,11,The person applies hair gel to their hair again,a video of The person applies hair gel to their hair again,3.841,24.2893,00:04,00:24,0.9992,7,A pair of hair clippers being shown,394,400,06:34,06:40,2,0.42834532260894775,0.0
CG-DETR,few_shot,TVSUM_12,12,The person applies hair spray to their hair again,a video of The person applies hair spray to their hair again,7.2038,25.67,00:07,00:26,0.9995,6,Hair cutting materials being shown with a pile of hairs,341,347,05:41,05:47,2,0.38701310753822327,0.0
CG-DETR,few_shot,TVSUM_12,13,The person applies hair gel to their hair again,a video of The person applies hair gel to their hair again,3.841,24.2893,00:04,00:24,0.9992,7,A pair of hair clippers being shown,394,400,06:34,06:40,2,0.42834532260894775,0.0
CG-DETR,few_shot,TVSUM_12,14,The person applies hair spray to their hair again,a video of The person applies hair spray to their hair again,7.2038,25.67,00:07,00:26,0.9995,6,Hair cutting materials being shown with a pile of hairs,341,347,05:41,05:47,2,0.38701310753822327,0.0
CG-DETR,few_shot,TVSUM_12,15,The person applies hair gel to their hair again,a video of The person applies hair gel to their hair again,3.841,24.2893,00:04,00:24,0.9992,7,A pair of hair clippers being shown,394,400,06:34,06:40,2,0.42834532260894775,0.0
CG-DETR,few_shot,TVSUM_12,16,The person applies hair spray to their hair again,a video of The person applies hair spray to their hair again,7.2038,25.67,00:07,00:26,0.9995,6,Hair cutting materials being shown with a pile of hairs,341,347,05:41,05:47,2,0.38701310753822327,0.0
CG-DETR,few_shot,TVSUM_12,17,The person applies hair gel to their hair again,a video of The person applies hair gel to their hair again,3.841,24.2893,00:04,00:24,0.9992,7,A pair of hair clippers being shown,394,400,06:34,06:40,2,0.42834532260894775,0.0
CG-DETR,few_shot,TVSUM_9,1,A person sits next to a car,someone is involved in: A person sits next to a car,162.7406,172.2924,02:43,02:52,0.9992,5,Functionality of the vehicle is explained,43,57,00:43,00:57,2,0.3727334439754486,0.0
CG-DETR,few_shot,TVSUM_9,4,The car's interior is shown,a scene where The car's interior is shown,162.4561,176.7437,02:42,02:57,0.9989,5,Functionality of the vehicle is explained,43,57,00:43,00:57,2,0.4350825548171997,0.0
CG-DETR,few_shot,TVSUM_9,11,The car is shown with a diagram,the moment when The car is shown with a diagram,162.5998,176.9827,02:43,02:57,0.9986,6,Vehicle simulation shown,58,62,00:58,01:02,2,0.6469777822494507,0.0
CG-DETR,few_shot,TVSUM_9,12,The car is shown with another diagram,the moment when The car is shown with another diagram,162.5662,176.9574,02:43,02:57,0.9986,6,Vehicle simulation shown,58,62,00:58,01:02,2,0.6257385015487671,0.0
CG-DETR,few_shot,TVSUM_9,13,The car is shown with yet another diagram,the moment when The car is shown with yet another diagram,162.5403,176.9043,02:43,02:57,0.9988,6,Vehicle simulation shown,58,62,00:58,01:02,2,0.6041738986968994,0.0
CG-DETR,few_shot,TVSUM_9,14,The car is shown with a third diagram,the moment when The car is shown with a third diagram,162.6282,177.0028,02:43,02:57,0.9985,6,Vehicle simulation shown,58,62,00:58,01:02,2,0.6133632063865662,0.0
CG-DETR,few_shot,TVSUM_9,15,The car is shown with a fourth diagram,a video of The car is shown with a fourth diagram,162.70420000000001,177.0768,02:43,02:57,0.9979,6,Vehicle simulation shown,58,62,00:58,01:02,2,0.5941293239593506,0.0
CG-DETR,few_shot,TVSUM_9,16,The car is shown with a fifth diagram,the moment when The car is shown with a fifth diagram,162.6702,177.0342,02:43,02:57,0.9982,6,Vehicle simulation shown,58,62,00:58,01:02,2,0.5710465908050537,0.0
CG-DETR,few_shot,TVSUM_9,17,The car is shown with a sixth diagram,the moment when The car is shown with a sixth diagram,162.6265,177.0,02:43,02:57,0.9984,6,Vehicle simulation shown,58,62,00:58,01:02,2,0.5585634708404541,0.0
CG-DETR,few_shot,TVSUM_9,18,The car is shown with a seventh diagram,the moment when The car is shown with a seventh diagram,162.6465,177.0201,02:43,02:57,0.9983,6,Vehicle simulation shown,58,62,00:58,01:02,2,0.5569982528686523,0.0
CG-DETR,few_shot,TVSUM_9,2,The person looks around,The person looks around,162.75900000000001,170.85399999999998,02:43,02:51,0.9996,2,Man speaking to camera,14,20,00:14,00:20,1,0.26148056983947754,0.0
CG-DETR,few_shot,TVSUM_9,3,The car drives on the road,a video of The car drives on the road,214.2356,228.8877,03:34,03:49,0.9958,13,Vehicle drives around bus depot,170,176,02:50,02:56,1,0.47444817423820496,0.0
CG-DETR,few_shot,TVSUM_9,5,The person looks at the camera,a video of The person looks at the camera,162.7467,170.9913,02:43,02:51,0.9997,2,Man speaking to camera,14,20,00:14,00:20,1,0.5694118142127991,0.0
CG-DETR,few_shot,TVSUM_9,7,The car's interior is shown again,a scene where The car's interior is shown again,162.4349,176.6987,02:42,02:57,0.9991,10,Smart display shows vehicle data,119,123,01:59,02:03,1,0.35403668880462646,0.0
CG-DETR,few_shot,TVSUM_9,8,The car drives on the road once more,a video of The car drives on the road once more,214.1849,228.9549,03:34,03:49,0.9961,13,Vehicle drives around bus depot,170,176,02:50,02:56,1,0.45175641775131226,0.0
CG-DETR,few_shot,TVSUM_9,9,A woman drives the car,someone is involved in: A woman drives the car,162.5306,177.1128,02:43,02:57,0.997,15,Woman exits the vehicle in sunny weather,210,213,03:30,03:33,1,0.4389905035495758,0.0
CLIP-baseline,few_shot,TVSUM_10,1,An electric car is shown being charged,a video of An electric car is shown being charged,37.0,43.0,00:37,00:43,0.3484465479850769,3,Cable being plugged into a car,32,33,00:32,00:33,2,0.5285239815711975,0.0
CLIP-baseline,few_shot,TVSUM_10,10,A man speaks about the future of electric cars,the moment when A man speaks about the future of electric cars,85.0,91.0,01:25,01:31,0.34759530425071716,6,Man talking with cars in the background,88,102,01:28,01:42,2,0.5321674346923828,0.17647058823529413
CLIP-baseline,few_shot,TVSUM_10,8,Attendees are shown taking notes during a meeting,a video of Attendees are shown taking notes during a meeting,118.0,124.0,01:58,02:04,0.3258114755153656,1,Woman talking on a set,5,25,00:05,00:25,1,0.2865368127822876,0.0
CLIP-baseline,few_shot,TVSUM_10,9,Attendees are shown interacting with a display at an exhibition,a video of Attendees are shown interacting with a display at an exhibition,130.0,133.0,02:10,02:13,0.2994195818901062,1,Woman talking on a set,5,25,00:05,00:25,1,0.2706320583820343,0.0
CLIP-baseline,few_shot,TVSUM_10,11,A woman demonstrates how to use a charging station,the moment when A woman demonstrates how to use a charging station,129.0,133.0,02:09,02:13,0.31927838921546936,1,Woman talking on a set,5,25,00:05,00:25,1,0.29877012968063354,0.0
CLIP-baseline,few_shot,TVSUM_10,14,A woman demonstrates how to use a charging station,the moment when A woman demonstrates how to use a charging station,129.0,133.0,02:09,02:13,0.31927838921546936,1,Woman talking on a set,5,25,00:05,00:25,1,0.29877012968063354,0.0
CLIP-baseline,few_shot,TVSUM_10,2,A news anchor introduces an electric car segment,a video of A news anchor introduces an electric car segment,16.0,22.0,00:16,00:22,0.39296969771385193,5,Man driving a small electric car,80,82,01:20,01:22,0,0.4338938295841217,0.0
CLIP-baseline,few_shot,TVSUM_10,3,A man discusses the charging system for electric vehicles,a video of A man discusses the charging system for electric vehicles,42.0,48.0,00:42,00:48,0.35277366638183594,5,Man driving a small electric car,80,82,01:20,01:22,0,0.484009712934494,0.0
CLIP-baseline,few_shot,TVSUM_10,4,A graph showing data related to electric cars is displayed,a video of A graph showing data related to electric cars is displayed,11.0,17.0,00:11,00:17,0.3485478460788727,2,People looking at a car,26,28,00:26,00:28,0,0.4156304895877838,0.0
CLIP-baseline,few_shot,TVSUM_10,5,A man speaks about the benefits of electric cars,the moment when A man speaks about the benefits of electric cars,85.0,91.0,01:25,01:31,0.357432097196579,5,Man driving a small electric car,80,82,01:20,01:22,0,0.5405740141868591,0.0
CLIP-baseline,few_shot,TVSUM_10,6,A man discusses the importance of electric car technology at an exhibition,A man discusses the importance of electric car technology at an exhibition,85.0,91.0,01:25,01:31,0.3597334921360016,5,Man driving a small electric car,80,82,01:20,01:22,0,0.5345999002456665,0.0
CLIP-baseline,few_shot,TVSUM_10,7,A bus is shown driving on a road,a video of A bus is shown driving on a road,106.0,112.0,01:46,01:52,0.3425740897655487,5,Man driving a small electric car,80,82,01:20,01:22,0,0.26856040954589844,0.0
CLIP-baseline,few_shot,TVSUM_10,12,A man speaks about the benefits of electric cars,the moment when A man speaks about the benefits of electric cars,85.0,91.0,01:25,01:31,0.357432097196579,5,Man driving a small electric car,80,82,01:20,01:22,0,0.5405740141868591,0.0
CLIP-baseline,few_shot,TVSUM_10,13,A man speaks about the importance of electric car technology,A man speaks about the importance of electric car technology,85.0,91.0,01:25,01:31,0.3522319495677948,5,Man driving a small electric car,80,82,01:20,01:22,0,0.57510906457901,0.0
CLIP-baseline,few_shot,TVSUM_10,15,A man speaks about the benefits of electric cars,the moment when A man speaks about the benefits of electric cars,85.0,91.0,01:25,01:31,0.357432097196579,5,Man driving a small electric car,80,82,01:20,01:22,0,0.5405740141868591,0.0
CLIP-baseline,few_shot,TVSUM_10,16,A man speaks about the importance of electric car technology,A man speaks about the importance of electric car technology,85.0,91.0,01:25,01:31,0.3522319495677948,5,Man driving a small electric car,80,82,01:20,01:22,0,0.57510906457901,0.0
CLIP-baseline,few_shot,TVSUM_11,1,A person opens a dog grooming salon,a video of A person opens a dog grooming salon,2.0,8.0,00:02,00:08,0.35395482182502747,6,A dog getting brushed,97,98,01:37,01:38,2,0.4967915713787079,0.0
CLIP-baseline,few_shot,TVSUM_11,3,The person prepares the dog for grooming,a video of The person prepares the dog for grooming,84.0,90.0,01:24,01:30,0.34972506761550903,5,A woman trimming a dog's paws,93,94,01:33,01:34,2,0.5629942417144775,0.0
CLIP-baseline,few_shot,TVSUM_11,6,The person prepares the second dog for grooming,a video of The person prepares the second dog for grooming,95.0,101.0,01:35,01:41,0.3487245440483093,5,A woman trimming a dog's paws,93,94,01:33,01:34,2,0.49731209874153137,0.0
CLIP-baseline,few_shot,TVSUM_11,9,The person prepares the third dog for grooming,a video of The person prepares the third dog for grooming,55.0,61.0,00:55,01:01,0.34670570492744446,5,A woman trimming a dog's paws,93,94,01:33,01:34,2,0.5043104290962219,0.0
CLIP-baseline,few_shot,TVSUM_11,12,The person prepares the fourth dog for grooming,a video of The person prepares the fourth dog for grooming,55.0,61.0,00:55,01:01,0.3460109531879425,5,A woman trimming a dog's paws,93,94,01:33,01:34,2,0.5131030082702637,0.0
CLIP-baseline,few_shot,TVSUM_11,15,The person prepares the fifth dog for grooming,a video of The person prepares the fifth dog for grooming,55.0,61.0,00:55,01:01,0.344124436378479,6,A dog getting brushed,97,98,01:37,01:38,2,0.4891677498817444,0.0
CLIP-baseline,few_shot,TVSUM_11,4,The person grooms the dog,a video of The person grooms the dog,91.0,97.0,01:31,01:37,0.3240639567375183,5,A woman trimming a dog's paws,93,94,01:33,01:34,2,0.601578414440155,0.16666666666666666
CLIP-baseline,few_shot,TVSUM_11,7,The person grooms the second dog,a video of The person grooms the second dog,91.0,97.0,01:31,01:37,0.3231217563152313,5,A woman trimming a dog's paws,93,94,01:33,01:34,2,0.5131032466888428,0.16666666666666666
CLIP-baseline,few_shot,TVSUM_11,10,The person grooms the third dog,a video of The person grooms the third dog,91.0,97.0,01:31,01:37,0.3212539255619049,5,A woman trimming a dog's paws,93,94,01:33,01:34,2,0.5218284130096436,0.16666666666666666
CLIP-baseline,few_shot,TVSUM_11,13,The person grooms the fourth dog,a video of The person grooms the fourth dog,91.0,97.0,01:31,01:37,0.32255879044532776,5,A woman trimming a dog's paws,93,94,01:33,01:34,2,0.5231277942657471,0.16666666666666666
CLIP-baseline,few_shot,TVSUM_11,16,The person grooms the fifth dog,a video of The person grooms the fifth dog,91.0,97.0,01:31,01:37,0.31724005937576294,5,A woman trimming a dog's paws,93,94,01:33,01:34,2,0.5022789239883423,0.16666666666666666
CLIP-baseline,few_shot,TVSUM_11,2,The person interacts with a dog,a video of The person interacts with a dog,64.0,70.0,01:04,01:10,0.31345510482788086,1,A woman talking while petting a dog,5,9,00:05,00:09,1,0.6479039788246155,0.0
CLIP-baseline,few_shot,TVSUM_11,5,The person interacts with another dog,a video of The person interacts with another dog,64.0,70.0,01:04,01:10,0.31615111231803894,1,A woman talking while petting a dog,5,9,00:05,00:09,1,0.6271340250968933,0.0
CLIP-baseline,few_shot,TVSUM_11,8,The person interacts with a third dog,a video of The person interacts with a third dog,64.0,70.0,01:04,01:10,0.3172551393508911,1,A woman talking while petting a dog,5,9,00:05,00:09,1,0.5473461747169495,0.0
CLIP-baseline,few_shot,TVSUM_11,11,The person interacts with a fourth dog,a video of The person interacts with a fourth dog,64.0,70.0,01:04,01:10,0.31712785363197327,1,A woman talking while petting a dog,5,9,00:05,00:09,1,0.5107173919677734,0.0
CLIP-baseline,few_shot,TVSUM_11,14,The person interacts with a fifth dog,a video of The person interacts with a fifth dog,64.0,70.0,01:04,01:10,0.31963416934013367,1,A woman talking while petting a dog,5,9,00:05,00:09,1,0.5024523735046387,0.0
CLIP-baseline,few_shot,TVSUM_11,17,The person interacts with a sixth dog,a video of The person interacts with a sixth dog,64.0,70.0,01:04,01:10,0.31598180532455444,1,A woman talking while petting a dog,5,9,00:05,00:09,1,0.5003876090049744,0.0
CLIP-baseline,few_shot,TVSUM_12,1,A person washes their hands,a video of A person washes their hands,107.0,113.0,01:47,01:53,0.33784955739974976,6,Hair cutting materials being shown with a pile of hairs,341,347,05:41,05:47,2,0.1796148419380188,0.0
CLIP-baseline,few_shot,TVSUM_12,2,The person applies soap to their hands,a video of The person applies soap to their hands,107.0,113.0,01:47,01:53,0.34108278155326843,6,Hair cutting materials being shown with a pile of hairs,341,347,05:41,05:47,2,0.17883409559726715,0.0
CLIP-baseline,few_shot,TVSUM_12,3,The person rinses their hands under running water,a video of The person rinses their hands under running water,107.0,113.0,01:47,01:53,0.33924001455307007,7,A pair of hair clippers being shown,394,400,06:34,06:40,2,0.12317386269569397,0.0
CLIP-baseline,few_shot,TVSUM_12,4,The person dries their hands with a towel,a video of The person dries their hands with a towel,321.0,327.0,05:21,05:27,0.33248788118362427,6,Hair cutting materials being shown with a pile of hairs,341,347,05:41,05:47,2,0.19002282619476318,0.0
CLIP-baseline,few_shot,TVSUM_12,5,The person applies lotion to their hands,a video of The person applies lotion to their hands,81.0,87.0,01:21,01:27,0.3360166847705841,7,A pair of hair clippers being shown,394,400,06:34,06:40,2,0.1489325612783432,0.0
CLIP-baseline,few_shot,TVSUM_12,6,The person applies hair conditioner to their hair,a video of The person applies hair conditioner to their hair,141.0,147.0,02:21,02:27,0.3248368799686432,7,A pair of hair clippers being shown,394,400,06:34,06:40,2,0.49214404821395874,0.0
CLIP-baseline,few_shot,TVSUM_12,7,The person applies shampoo to their hair,a video of The person applies shampoo to their hair,285.0,291.0,04:45,04:51,0.3235170245170593,7,A pair of hair clippers being shown,394,400,06:34,06:40,2,0.42120957374572754,0.0
CLIP-baseline,few_shot,TVSUM_12,8,The person applies conditioner to their hair again,a video of The person applies conditioner to their hair again,158.0,164.0,02:38,02:44,0.33020588755607605,7,A pair of hair clippers being shown,394,400,06:34,06:40,2,0.44503194093704224,0.0
CLIP-baseline,few_shot,TVSUM_12,9,The person applies hair gel to their hair,a video of The person applies hair gel to their hair,342.0,348.0,05:42,05:48,0.30180051922798157,7,A pair of hair clippers being shown,394,400,06:34,06:40,2,0.44202813506126404,0.0
CLIP-baseline,few_shot,TVSUM_12,11,The person applies hair gel to their hair again,a video of The person applies hair gel to their hair again,342.0,348.0,05:42,05:48,0.3039378523826599,7,A pair of hair clippers being shown,394,400,06:34,06:40,2,0.42834532260894775,0.0
CLIP-baseline,few_shot,TVSUM_12,13,The person applies hair gel to their hair again,a video of The person applies hair gel to their hair again,342.0,348.0,05:42,05:48,0.3039378523826599,7,A pair of hair clippers being shown,394,400,06:34,06:40,2,0.42834532260894775,0.0
CLIP-baseline,few_shot,TVSUM_12,15,The person applies hair gel to their hair again,a video of The person applies hair gel to their hair again,342.0,348.0,05:42,05:48,0.3039378523826599,7,A pair of hair clippers being shown,394,400,06:34,06:40,2,0.42834532260894775,0.0
CLIP-baseline,few_shot,TVSUM_12,17,The person applies hair gel to their hair again,a video of The person applies hair gel to their hair again,342.0,348.0,05:42,05:48,0.3039378523826599,7,A pair of hair clippers being shown,394,400,06:34,06:40,2,0.42834532260894775,0.0
CLIP-baseline,few_shot,TVSUM_9,1,A person sits next to a car,a video of A person sits next to a car,105.0,111.0,01:45,01:51,0.30829742550849915,5,Functionality of the vehicle is explained,43,57,00:43,00:57,2,0.3727334439754486,0.0
CLIP-baseline,few_shot,TVSUM_9,4,The car's interior is shown,a video of The car's interior is shown,110.0,116.0,01:50,01:56,0.3504255712032318,5,Functionality of the vehicle is explained,43,57,00:43,00:57,2,0.4350825548171997,0.0
CLIP-baseline,few_shot,TVSUM_9,11,The car is shown with a diagram,a video of The car is shown with a diagram,119.0,125.0,01:59,02:05,0.35270199179649353,6,Vehicle simulation shown,58,62,00:58,01:02,2,0.6469777822494507,0.0
CLIP-baseline,few_shot,TVSUM_9,12,The car is shown with another diagram,a video of The car is shown with another diagram,119.0,125.0,01:59,02:05,0.35205909609794617,6,Vehicle simulation shown,58,62,00:58,01:02,2,0.6257385015487671,0.0
