video_name,manual_event_id,manual_event,manual_start,manual_end,subjectivity,best_vlm_event_id,best_vlm_event,similarity,matched,prompt_name
TVSUM_9,10,Smart display shows vehicle data,01:59,02:03,1,7,"The futuristic vehicle is displayed again, focusing on its innovative components and design elements",0.47434085607528687,True,reasoning_guided
TVSUM_9,11,Simulation shows how the engine works,02:03,02:10,2,5,"The futuristic vehicle is shown again, emphasizing its advanced technology and design",0.30300402641296387,False,reasoning_guided
TVSUM_9,12,Battery layout and controls showcased,02:41,02:50,2,7,"The futuristic vehicle is displayed again, focusing on its innovative components and design elements",0.31942740082740784,False,reasoning_guided
TVSUM_9,13,Vehicle drives around bus depot,02:50,02:56,1,2,The scene transitions to a futuristic-looking vehicle driving on a city street,0.3594503402709961,False,reasoning_guided
TVSUM_9,14,Steering mechanism demonstrated by man,03:03,03:14,1,8,"The man is seen inside the vehicle, demonstrating its interior and controls",0.4416046440601349,False,reasoning_guided
TVSUM_9,15,Woman exits the vehicle in sunny weather,03:30,03:33,1,9,"A woman is shown driving the futuristic vehicle, showcasing its smooth operation and ease of use",0.36427104473114014,False,reasoning_guided
TVSUM_9,16,New man enters the vehicle and drives off,03:33,03:48,1,8,"The man is seen inside the vehicle, demonstrating its interior and controls",0.4828021228313446,True,reasoning_guided
TVSUM_10,1,Woman talking on a set,00:05,00:25,1,8,Attendees discussing and taking notes,0.311868280172348,False,reasoning_guided
TVSUM_10,2,People looking at a car,00:26,00:28,0,3,Demonstration of electric vehicle charging system,0.2585916221141815,False,reasoning_guided
TVSUM_10,3,Cable being plugged into a car,00:32,00:33,2,3,Demonstration of electric vehicle charging system,0.35439610481262207,False,reasoning_guided
TVSUM_10,4,Man talking,00:46,01:03,0,8,Attendees discussing and taking notes,0.2683326303958893,False,reasoning_guided
TVSUM_10,5,Man driving a small electric car,01:20,01:22,0,1,Introduction of electric cars making the earth more green,0.48401153087615967,True,reasoning_guided
TVSUM_10,6,Man talking with cars in the background,01:28,01:42,2,7,Close-up of attendees interacting with technology,0.2676834464073181,False,reasoning_guided
TVSUM_11,1,A woman talking while petting a dog,00:05,00:09,1,5,Woman talking about pet food options,0.6635494232177734,True,reasoning_guided
TVSUM_11,2,A woman showing the inside of a dog cage,00:11,00:26,1,7,Woman closing the dog's cage,0.6771830916404724,True,reasoning_guided
TVSUM_11,3,A woman talking while petting a dog who is standing on a table,00:27,01:26,1,5,Woman talking about pet food options,0.627592921257019,True,reasoning_guided
TVSUM_11,4,A dog getting dried,01:30,01:32,2,2,Woman preparing a dog for grooming,0.3414854407310486,False,reasoning_guided
TVSUM_11,5,A woman trimming a dog's paws,01:33,01:34,2,2,Woman preparing a dog for grooming,0.7061128616333008,True,reasoning_guided
TVSUM_11,6,A dog getting brushed,01:37,01:38,2,2,Woman preparing a dog for grooming,0.51152104139328,True,reasoning_guided
TVSUM_11,7,A woman talking in front of dog cages,01:39,01:50,0,5,Woman talking about pet food options,0.6465267539024353,True,reasoning_guided
TVSUM_11,8,A woman talking in front of dog cages,02:07,02:27,0,5,Woman talking about pet food options,0.6465267539024353,True,reasoning_guided
TVSUM_12,1,A woman filming herself walking and talking around her house,01:08,01:15,-1,6,"The woman is outside, waving at the camera",0.5234703421592712,True,reasoning_guided
TVSUM_12,2,A dog playing around a kitchen countertop,01:50,02:05,0,9,"The woman is shown in a living room, playing with a dog",0.4771603047847748,True,reasoning_guided
TVSUM_12,3,A dog getting pet on a kitchen countertop,02:29,02:56,1,9,"The woman is shown in a living room, playing with a dog",0.4421740174293518,False,reasoning_guided
TVSUM_12,4,A dog getting pet on a kitchen countertop with scissors and an electric razor next to him,04:25,04:30,2,9,"The woman is shown in a living room, playing with a dog",0.3357398509979248,False,reasoning_guided
TVSUM_12,5,An electric razor being shown next to a dog,04:31,04:34,2,9,"The woman is shown in a living room, playing with a dog",0.26429611444473267,False,reasoning_guided
TVSUM_12,6,Hair cutting materials being shown with a pile of hairs,05:41,05:47,2,4,The woman is seen applying the thickening agent to her hair,0.4068524241447449,False,reasoning_guided
TVSUM_12,7,A pair of hair clippers being shown,06:34,06:40,2,4,The woman is seen applying the thickening agent to her hair,0.3333759009838104,False,reasoning_guided
