video_name,prompt_name,event_id,event_description,start,end,start_seconds,end_seconds
TVSUM_11,few_shot,16,The dog is placed back in the cage,04:11,04:20,251,260
TVSUM_11,few_shot,17,The dog is groomed again by the woman,04:21,04:40,261,280
TVSUM_12,few_shot,1,A woman washes her dog,00:00,00:20,0,20
TVSUM_12,few_shot,2,The woman talks to the camera while washing the dog,00:21,00:40,21,40
TVSUM_12,few_shot,3,The woman applies shampoo to the dog's fur,00:41,01:00,41,60
TVSUM_12,few_shot,4,The woman rinses the dog's fur,01:01,01:20,61,80
TVSUM_12,few_shot,5,The woman dries the dog with a towel,01:21,01:40,81,100
TVSUM_12,few_shot,6,The woman brushes the dog's fur,01:41,02:00,101,120
TVSUM_12,few_shot,7,The woman puts the dog in a car,02:01,02:20,121,140
TVSUM_12,few_shot,8,The woman walks the dog outside,02:21,02:40,141,160
TVSUM_12,few_shot,9,The woman talks to the camera while walking the dog,02:41,03:00,161,180
TVSUM_12,few_shot,10,The woman returns home and pets the dog,03:01,03:20,181,200
TVSUM_12,few_shot,11,The woman brushes the dog's fur again,03:21,03:40,201,220
TVSUM_12,few_shot,12,The woman talks to the camera while brushing the dog,03:41,04:00,221,240
TVSUM_12,few_shot,13,The woman puts the dog in a car,04:01,04:20,241,260
TVSUM_12,few_shot,14,The woman walks the dog outside again,04:21,04:40,261,280
TVSUM_12,few_shot,15,The woman talks to the camera while walking the dog,04:41,05:00,281,300
TVSUM_12,few_shot,16,The woman returns home and pets the dog one last time,05:01,05:20,301,320
TVSUM_12,few_shot,17,The woman talks to the camera while petting the dog,05:21,05:40,321,340
TVSUM_9,reasoning_guided,1,A man introduces a futuristic vehicle,00:00,00:20,0,20
TVSUM_9,reasoning_guided,2,"The vehicle's interior is shown, highlighting its unique design and features",00:21,00:40,21,40
TVSUM_9,reasoning_guided,3,"The vehicle is demonstrated driving on a city street, showcasing its maneuverability and speed",00:41,01:00,41,60
TVSUM_9,reasoning_guided,4,"The vehicle's battery status is displayed, indicating its power level and range",01:01,01:20,61,80
TVSUM_9,reasoning_guided,5,"The vehicle is shown driving again, emphasizing its eco-friendly nature",01:21,01:40,81,100
TVSUM_9,reasoning_guided,6,The man continues to speak about the vehicle's features and benefits,01:41,02:00,101,120
TVSUM_9,reasoning_guided,7,"The vehicle is shown driving once more, demonstrating its practical use in urban environments",02:01,02:20,121,140
TVSUM_9,reasoning_guided,8,The video concludes with a promotional graphic for Intel Free Press Tech News,02:21,02:40,141,160
TVSUM_10,reasoning_guided,1,News anchor introduces electric cars making the earth more green,00:00,00:20,0,20
TVSUM_10,reasoning_guided,2,Interview with Yoo Dong-kun about establishing electric vehicle charging system,00:21,00:40,21,40
TVSUM_10,reasoning_guided,3,Interview with Kim Tae-hoon about EV & Smart Car exhibition,00:41,01:00,41,60
TVSUM_10,reasoning_guided,4,Demonstration of electric bus and charging station,01:01,01:20,61,80
TVSUM_10,reasoning_guided,5,Interview with man about electric vehicle technology,01:21,01:40,81,100
TVSUM_10,reasoning_guided,6,Demonstration of electric scooter,01:41,01:50,101,110
TVSUM_10,reasoning_guided,7,Interview with man about electric vehicle industry,01:51,02:00,111,120
TVSUM_10,reasoning_guided,8,Demonstration of electric car charging process,02:01,02:20,121,140
TVSUM_10,reasoning_guided,9,Interview with woman about electric vehicle charging system,02:21,02:40,141,160
TVSUM_10,reasoning_guided,10,Demonstration of electric car charging station,02:41,02:50,161,170
TVSUM_10,reasoning_guided,11,Interview with man about electric vehicle industry,02:51,03:00,171,180
TVSUM_11,reasoning_guided,1,Exterior view of PetJoy Grooming salon,00:00,00:08,0,8
TVSUM_11,reasoning_guided,2,Grooming session with a golden retriever,00:09,00:20,9,20
TVSUM_11,reasoning_guided,3,Grooming session with a small dog,00:21,00:40,21,40
TVSUM_11,reasoning_guided,4,Grooming session with a small dog,00:41,01:00,41,60
TVSUM_11,reasoning_guided,5,Grooming session with a small dog,01:01,01:20,61,80
TVSUM_11,reasoning_guided,6,Grooming session with a small dog,01:21,01:40,81,100
TVSUM_11,reasoning_guided,7,Grooming session with a small dog,01:41,01:50,101,110
TVSUM_11,reasoning_guided,8,Grooming session with a small dog,01:51,02:10,111,130
TVSUM_11,reasoning_guided,9,Grooming session with a small dog,02:11,02:30,131,150
TVSUM_11,reasoning_guided,10,Grooming session with a small dog,02:31,02:50,151,170
TVSUM_11,reasoning_guided,11,Interior view of PetJoy Grooming salon,02:51,03:00,171,180
TVSUM_11,reasoning_guided,12,Interior view of PetJoy Grooming salon,03:01,03:20,181,200
TVSUM_12,reasoning_guided,1,Woman washing her hands,00:00,00:20,0,20
TVSUM_12,reasoning_guided,2,Woman talking to the camera,00:21,00:40,21,40
TVSUM_12,reasoning_guided,3,Woman brushing her hair,00:41,01:00,41,60
TVSUM_12,reasoning_guided,4,Woman applying shampoo to her dog,01:01,01:20,61,80
TVSUM_12,reasoning_guided,5,Woman rinsing her dog,01:21,01:40,81,100
TVSUM_12,reasoning_guided,6,Woman drying her dog,01:41,02:00,101,120
TVSUM_12,reasoning_guided,7,Woman walking her dog,02:01,02:20,121,140
TVSUM_12,reasoning_guided,8,Woman talking to the camera,02:21,02:40,141,160
TVSUM_12,reasoning_guided,9,Woman feeding her dog,02:41,03:00,161,180
TVSUM_12,reasoning_guided,10,Woman walking her dog again,03:01,03:20,181,200
TVSUM_12,reasoning_guided,11,Woman talking to the camera,03:21,03:40,201,220
TVSUM_12,reasoning_guided,12,Woman feeding her dog again,03:41,04:00,221,240
TVSUM_12,reasoning_guided,13,Woman talking to the camera,04:01,04:20,241,260
TVSUM_12,reasoning_guided,14,Woman feeding her dog once more,04:21,04:40,261,280
TVSUM_12,reasoning_guided,15,Woman talking to the camera,04:41,04:60,281,300
TVSUM_12,reasoning_guided,16,Woman feeding her dog for the last time,04:61,05:00,301,300
TVSUM_12,reasoning_guided,17,Woman talking to the camera,05:01,05:20,301,320
TVSUM_12,reasoning_guided,18,Woman feeding her dog one last time,05:21,05:40,321,340
TVSUM_12,reasoning_guided,19,Woman talking to the camera,05:41,05:60,341,360
