video_name,manual_event_id,manual_event,manual_start,manual_end,subjectivity,best_vlm_event_id,best_vlm_event,similarity,matched,prompt_name
TVSUM_9,11,New man gets into the car and drives off,03:34,03:48,1,1,A person introduces a futuristic vehicle,0.40151911973953247,False,few_shot
TVSUM_9,1,Man gets into car,00:00,00:06,1,1,A person introduces a futuristic vehicle,0.40635210275650024,False,few_shot
TVSUM_9,9,Man steering wheel,03:07,03:11,0,3,The vehicle demonstrates its driving capabilities,0.3234655261039734,False,few_shot
TVSUM_10,6,Man talking with cars in background,1:28,1:42,2,5,Interview with man about electric vehicle technology,0.38083750009536743,False,reasoning_guided
TVSUM_10,1,Reporter introduce subject,00:05,00:25,1,3,Interview with Kim Tae-hoon about EV & Smart Car exhibition,0.21938994526863098,False,reasoning_guided
TVSUM_10,3,People talking around electric vechicle,00:26,00:30,1,5,Interview with man about electric vehicle technology,0.39352285861968994,False,reasoning_guided
TVSUM_10,5,Exhibition environment shown,1:18,1:27,0,3,Interview with Kim Tae-hoon about EV & Smart Car exhibition,0.3623404800891876,False,reasoning_guided
TVSUM_11,10,Woman talking at camera,02:07,01:25,1,3,Grooming session with a small dog,-0.029716109856963158,False,reasoning_guided
TVSUM_11,3,A woman showing the inside of a dog cage,00:11,00:26,1,2,Grooming session with a golden retriever,0.2260926067829132,False,reasoning_guided
TVSUM_11,6,Woman talking to camera as dog is being petted,01:09,01:27,1,3,Grooming session with a small dog,0.3122091293334961,False,reasoning_guided
TVSUM_11,9,Pet food and products are shown on store shelves,01:52,02:07,1,1,Exterior view of PetJoy Grooming salon,0.3610278367996216,False,reasoning_guided
TVSUM_11,1,Store front of petstore,00:00,00:04,1,1,Exterior view of PetJoy Grooming salon,0.42704787850379944,False,reasoning_guided
TVSUM_11,8,Woman talking at camera,01:39,01:52,0,3,Grooming session with a small dog,-0.029716109856963158,False,reasoning_guided
TVSUM_12,4,Water running in the sink,1:46,1:49,2,1,Woman washing her hands,0.23726825416088104,False,reasoning_guided
TVSUM_12,5,A white dog playing around on a kitchen countertop,2:29,2:54,2,5,Woman rinsing her dog,0.3510417938232422,False,reasoning_guided
TVSUM_12,8,A dog is shown on the kitchen countertop with clippers,4:31,4:34,2,5,Woman rinsing her dog,0.39756011962890625,False,reasoning_guided
TVSUM_12,9,A pair of hair clippers being shown on its charging stand,6:34,6:40,1,3,Woman brushing her hair,0.2631206214427948,False,reasoning_guided
TVSUM_12,1,A small white dog is shown close up,0:00,0:03,1,6,Woman drying her dog,0.30127641558647156,False,reasoning_guided
TVSUM_12,10,The groomed dog is shown lying on the floor,7:08,7:30,1,6,Woman drying her dog,0.31150054931640625,False,reasoning_guided
TVSUM_12,7,Two woman walking outside in a paved street in the sun,3:35,4:20,0,7,Woman walking her dog,0.33009910583496094,False,reasoning_guided
TVSUM_9,5,A collision Simulation with a car is shown,00:58,1:03,2,3,"The vehicle is demonstrated driving on a city street, showcasing its maneuverability and speed",0.41457921266555786,False,reasoning_guided
TVSUM_9,10,Woman gets out of the car,03:28,03:31,1,5,"The vehicle is shown driving again, emphasizing its eco-friendly nature",0.27658510208129883,False,reasoning_guided
TVSUM_9,6,Wheel mechanism and internals are shown,01:07,01:26,1,2,"The vehicle's interior is shown, highlighting its unique design and features",0.36665380001068115,False,reasoning_guided
TVSUM_9,3,Man gets out of car,00:27,00:33,1,6,The man continues to speak about the vehicle's features and benefits,0.41974112391471863,False,reasoning_guided
TVSUM_9,9,Man steering wheel,03:07,03:11,0,1,A man introduces a futuristic vehicle,0.40783265233039856,False,reasoning_guided
